item_no,item_name,category,kind,requests,part_numbers,merged_from
SUS-0070,Tie Bar Bush,Suspension & Steering,part,1,,Tie Bar Bush
SUS-0071,Tie Bar Link Washer,Suspension & Steering,part,1,,Tie Bar Link Washer
SUS-0072,Tie Rod Ball Joint,Suspension & Steering,part,1,,Tie Rod Boll joint
SUS-0073,Torsion Bar,Suspension & Steering,part,1,,Toshen Bar
SUS-0074,Torsion Bar Side,Suspension & Steering,part,1,,Torsion Bar Side White (?)
SUS-0075,U Bolt,Suspension & Steering,part,1,,u bolt
SUS-0076,Upper Arm Rubber Mount,Suspension & Steering,part,1,,Upper Arm Rubber mount
SUS-0077,Worm Shaft with Nut Assembly,Suspension & Steering,part,1,,Warm Shaft With Nut assemble
TOL-0001,Angle Grinder,Tools,part,5,,Angle Grinder DEWALT | 4 1/2 hand grinder | 4 Angle Grinder | 4.5 Angle Grinder | Angle Grinder Stanley
TOL-0002,Extension Bar,Tools,part,5,,Extention Bar 6 | Extention bar 10 | Extention bar 3 | Long Extension bar ��� | Short Extension bar
TOL-0003,Socket Set,Tools,part,5,,12 Joint Socket Set (Encham) | 1/2 Socket | 26mm Socket | Socket | Socket 3
TOL-0004,Measuring Can,Tools,part,4,1L | 2L | 5L | 10L,G.I Measuring Can
TOL-0005,Chisel,Tools,part,3,,Chisel
TOL-0006,Drill Bit,Tools,part,3,11mm | 12.5mm | 12mm,Drill Bit
TOL-0007,Grease Gun,Tools,part,3,500g,Grease Gun | Hand Grease Gun
TOL-0008,Allen Key,Tools,part,2,,Allenkey 5/8 | Allen key set (mm & inch)
TOL-0009,Bar Cutter Machine,Tools,part,2,,Bar cutter machine | Bar Cutter Machine 355mm
TOL-0010,Bench Vice,Tools,part,2,,Bench Vice | Bench wise
TOL-0011,Combination Plier,Tools,part,2,,Combination plier
TOL-0012,Combination Spanner Set,Tools,part,2,,8-39 mm Combination wrench set | Combination Spanner Set
TOL-0013,Deep Socket,Tools,part,2,,21 x 16 mm deep socket | 21mm x 10mm Deep Socket
TOL-0014,Empty Tool Box,Tools,part,2,5 pcs,Empty Tool Box
TOL-0015,Rubber Hammer,Tools,part,2,,Rubber Hammer
TOL-0016,Scissors,Tools,part,2,,Scissor | Scissors
TOL-0017,Screwdriver,Tools,part,2,,Scrw Driver (L) | Screwdriver set (Flat & Phillip)
TOL-0018,Slotted Screwdriver,Tools,part,2,,Flat screw drive | Slotted screw drive
TOL-0019,Steel Tape Measure,Tools,part,2,,5m Steel Tape
TOL-0020,Test Lamp,Tools,part,2,,DC test lamp | Test Lamp
TOL-0021,12 Point Socket Set,Tools,part,1,,9. 12 Point Socket set (inches)
TOL-0022,3 Jaw Puller,Tools,part,1,16 inch,3 Jaw puller
TOL-0023,Air Gun,Tools,part,1,,Compressor air gun
TOL-0024,Air Impact Socket Set,Tools,part,1,,10mm Air Sockets Set
TOL-0025,Asphalt Cutter,Tools,part,1,Engine GX=390,Asphalt Cutter
TOL-0026,Ball Hammer,Tools,part,1,,Ball Hammer
TOL-0027,Bearing Puller Set,Tools,part,1,,Bearing Puller set (jaw)
TOL-0028,Box Socket Set,Tools,part,1,1/2 size,8-39 mm box socket set
TOL-0029,Center Bit,Tools,part,1,,Center Bit
TOL-0030,Chemical Spray Gun,Tools,part,1,,Chemical Spray Gun
TOL-0031,Circlip Plier Set,Tools,part,1,,Circlip plier set (Inner & Outer)
TOL-0032,Clamp Multimeter,Tools,part,1,,Clamp Multimetre
TOL-0033,Combination Wrench,Tools,part,1,,Combination Wrench 14mm
TOL-0034,Common Rail Tester Kit,Tools,part,1,,Common rail tester kit
TOL-0035,Diesel Injector Pressure Tester,Tools,part,1,,Diesel injector Pressure tester
TOL-0036,Digital Multimeter,Tools,part,1,,Multimeter (Digital)
TOL-0037,Electric Tester,Tools,part,1,,Electric Tester
TOL-0038,Epoxy Gun,Tools,part,1,,Epoxy Gun
TOL-0039,Filler Gauge,Tools,part,1,,Filler gauge
TOL-0040,GI Measuring Can,Tools,part,1,,G.I Measuring Can (���L)
TOL-0041,Hacksaw Blade,Tools,consumable,1,,Hack Saw Blade
TOL-0042,Hand Drill Machine,Tools,part,1,,Hand drill machine
TOL-0043,Heat Gun,Tools,part,1,,Heat Gun
TOL-0044,Hone,Tools,part,1,,hone
TOL-0045,Hydraulic Pressure Machine,Tools,part,1,,Hydrolic Presure Machine
TOL-0046,Impact Reducer Socket,Tools,part,1,,"1"" 3/4"" Impact Reducer Socket"
TOL-0047,Infrared Thermometer,Tools,part,1,,Infrared Thermometer
TOL-0048,Jack Seat,Tools,part,1,,Jack Seat (bucket jack)
TOL-0049,Knife,Tools,part,1,,knife
TOL-0050,Line Folder,Tools,part,1,,Line Folder
TOL-0051,Lock Plier,Tools,part,1,,Lock plier
TOL-0052,Long Nose Plier,Tools,part,1,,Leg nose Plier
TOL-0053,Magnetic Socket,Tools,part,1,,Magnatic Socket
TOL-0054,Needle Holder,Tools,part,1,,Needle Holding
TOL-0055,Oil Spray Gun,Tools,part,1,,Oil Spray Gun
TOL-0056,Pipe Wrench,Tools,part,1,,Pipe wrench 2 feet
TOL-0057,Plastic Funnel,Tools,part,1,,Plastic Funnel
TOL-0058,Polythene Sealer Machine,Tools,part,1,,Polytheen Sealler Machine
TOL-0059,Punch & Chisel Set,Tools,part,1,,Punch chisel Set
TOL-0060,Ring Spanner Set,Tools,part,1,,Ring spanner set
TOL-0061,Shifter Spanner,Tools,part,1,,Spanner 10 (shifter)
TOL-0062,Solid Socket,Tools,part,1,,��� Solid Socket
TOL-0063,Spray Gun,Tools,part,1,,Spray Gun
TOL-0064,Stainless Steel Knife,Tools,part,1,,Knife S/S
TOL-0065,Table Balance (10kg),Tools,part,1,,10kg table balance
TOL-0066,Torx Allen Key Set,Tools,part,1,,Torx allenkey set
TOL-0067,Universal Box Socket,Tools,part,1,,Universal box socket
TOL-0068,Vacuum Pressure Gauge,Tools,part,1,,Vaccume Pressure Gauge
TOL-0069,Valve Socket,Tools,part,1,,3 valve Socket
TOL-0070,Wire Cutter,Tools,part,1,,Wire cutter
TRN-0001,Universal Joint,Transmission & Drivetrain,part,9,,U-Joint | Universal Joint | Unversal Joint
TRN-0002,Gear Lever Ball Joint,Transmission & Drivetrain,part,8,,Gear Lever Bolt Joint | Gear Liner Ball Joint | Gear Link ball joint | Gear leaver ball joint | Gear lever ball joint
TRN-0003,Gearbox Mount,Transmission & Drivetrain,part,6,,Gear Box Mount | Gearbox mount
TRN-0004,Synchronizer Cone,Transmission & Drivetrain,part,6,3rd/4th,Brass Cone | Shyconicing Cone | Synchoronice Cone
TRN-0005,Gear Hub,Transmission & Drivetrain,part,5,3rd/4th | 4th,Gear Hub | Hub
TRN-0006,Gear Cable,Transmission & Drivetrain,part,4,,Gear Cable
TRN-0007,Gear Link Bush,Transmission & Drivetrain,part,4,,Gear Link Bush | Gear Link Plastic Bush | Gear Link Rubber Bush
TRN-0008,Bottom Roller,Transmission & Drivetrain,part,3,,Bottom Roll | Bottom Roller | Bottom Rollers
TRN-0009,CV Boot,Transmission & Drivetrain,part,3,,CV Boot | CV Boot (Large) | CV Boot (Small)
TRN-0010,Center Mount,Transmission & Drivetrain,part,3,,Center Mount
TRN-0011,Sprocket Wheel,Transmission & Drivetrain,part,3,,Sprocket Wheel | Sproket Wheel
TRN-0012,Brass Cone,Transmission & Drivetrain,part,2,,Brass cone (Large) | Brass cone (Medium)
TRN-0013,CV Boot Lock,Transmission & Drivetrain,part,2,,CV Boot Lock (Large) | CV Boot Lock (Small)
TRN-0014,Gear Lever Bush,Transmission & Drivetrain,part,2,,2. Gear lever bush | Gear Lever bush
TRN-0015,Gearbox Lever Ball Joint,Transmission & Drivetrain,part,2,,Gear Box Liver Ball Joint (Large) | Gear Box Liver Ball Joint small
TRN-0016,Gearbox Packing Set,Transmission & Drivetrain,part,2,,Gearbox Packing Set | L/Gear Box P/set
TRN-0017,PTO Shaft Nut & Bolt,Transmission & Drivetrain,part,2,,PTO Shaft Nut & Bolt | PTO shaft nut and bolty
TRN-0018,Planet Gear Pin,Transmission & Drivetrain,part,2,,Planne gear pin Large | Plannet gear pin small
TRN-0019,Propeller Shaft Nut & Bolt,Transmission & Drivetrain,part,2,,Propeller Shaft Nut & Bolt | propeller shaft nut and bolt
TRN-0020,Sliding Sleeve Assembly,Transmission & Drivetrain,part,2,,Sliding Sleeve Ossay (Proof Shaft) | Gliding Sleeve
TRN-0021,Speedometer Wheel,Transmission & Drivetrain,part,2,,Speedo Meter Wheel
TRN-0022,3rd & 4th Hub (Complete),Transmission & Drivetrain,part,1,,"3rd, 4th Hub Complete"
TRN-0023,3rd & 4th Hub Lock Clip,Transmission & Drivetrain,part,1,,"3rd,4th Hub Lock Clip"
TRN-0024,5th Gear Wheel,Transmission & Drivetrain,part,1,,05th Gear Wheel
TRN-0025,75mm Shaft,Transmission & Drivetrain,part,1,,75mm shaft
TRN-0026,Axle,Transmission & Drivetrain,part,1,,Axel
TRN-0027,Axle Shaft,Transmission & Drivetrain,part,1,,Axel shaft
TRN-0028,Axle Tube,Transmission & Drivetrain,part,1,,Axel tube
TRN-0029,Center Mount With Bracket,Transmission & Drivetrain,part,1,,Center Mount With Bracket
TRN-0030,Counter Shaft,Transmission & Drivetrain,part,1,,Counter Shaft
TRN-0031,Coupling,Transmission & Drivetrain,part,1,,Coupling
TRN-0032,Differential Tube,Transmission & Drivetrain,part,1,,Differancel Tube
TRN-0033,Gear Box Coupling,Transmission & Drivetrain,part,1,8 hole,Gear Box Cupling
TRN-0034,Gear Bush Set,Transmission & Drivetrain,part,1,,Gear bush set
TRN-0035,Gear Handle Guide,Transmission & Drivetrain,part,1,,Gear Handle Guid (Lever)
TRN-0036,Gear Lever,Transmission & Drivetrain,part,1,,Gear Lever New
TRN-0037,Gear Lever Bracket Set,Transmission & Drivetrain,part,1,,gear leaver bracket set
TRN-0038,Gear Lever Cross Set,Transmission & Drivetrain,part,1,,Tata gear leaver cross set
TRN-0039,Gearbox Seat,Transmission & Drivetrain,part,1,,Gearbox Seat
TRN-0040,Interlock,Transmission & Drivetrain,part,1,,Inter Lock
TRN-0041,Jack Shaft,Transmission & Drivetrain,part,1,,Jack Shaft
TRN-0042,Low Gear Assembly,Transmission & Drivetrain,part,1,,Low Gear Assy
TRN-0043,Low Gear Plate,Transmission & Drivetrain,part,1,,Low Gear Plate
TRN-0044,Main Shaft,Transmission & Drivetrain,part,1,,Main Shaft
TRN-0045,Main Shaft Lock Nut,Transmission & Drivetrain,part,1,,Main Shaft Lock Nut
TRN-0046,PTO Seal,Transmission & Drivetrain,part,1,,P.T.O Seal
TRN-0047,Pinion Assembly,Transmission & Drivetrain,part,1,,Pinion Assy
TRN-0048,Rear Axle Assembly Without Pinion,Transmission & Drivetrain,part,1,,Axel / Axle Rear Assy Without Pinion Set
TRN-0049,Ring Gear,Transmission & Drivetrain,part,1,,Ring gear
TRN-0050,Rivers Shaft,Transmission & Drivetrain,part,1,,Rivers Shaft
TRN-0051,Sliding Fork,Transmission & Drivetrain,part,1,,Sliding Fork (Sleeve Assy)
TRN-0052,Sliding Sleeve Lock,Transmission & Drivetrain,part,1,,Sliding Sleeve Lock
TRN-0053,Sliding Sleeve with Reverse Gear,Transmission & Drivetrain,part,1,,01st/02nth Sliding Sleeve With Reverse Gear
TRN-0054,Sprocket,Transmission & Drivetrain,part,1,,Sprockel
TRN-0055,Sprocket Bolt,Transmission & Drivetrain,part,1,,Sprocket Bolt
TRN-0056,Sun Gear,Transmission & Drivetrain,part,1,,sun gear
TRN-0057,Synchro Lock,Transmission & Drivetrain,part,1,,Lock (Synchro Lock)
TRN-0058,Synchronizer Lock,Transmission & Drivetrain,part,1,,Synchronizer Lock wide
TRN-0059,Synchronizer Spring,Transmission & Drivetrain,part,1,,Synchronizer Springs
TRN-0060,Top Roller,Transmission & Drivetrain,part,1,,Top Roller
TRN-0061,Top Shaft,Transmission & Drivetrain,part,1,,Top Shaft
TRN-0062,Torque Converter,Transmission & Drivetrain,part,1,,Torque Converter
TRN-0063,Track Link Bush,Transmission & Drivetrain,part,1,,Track Link Bush
TRN-0064,Transmission Mount,Transmission & Drivetrain,part,1,,Mount (Transmission)
TRN-0065,Universal Joint Cross,Transmission & Drivetrain,part,1,,Universal Joint Cross
TRN-0066,Yoke with Teeth,Transmission & Drivetrain,part,1,,York with teeth
TYR-0001,Wheel Stud,Tyres & Wheels,part,4,,Bob Cat Wheel Stud | Wheel Stud
TYR-0002,Wheel Stud with Nut,Tyres & Wheels,part,4,,Wheel Stud and Nut | Wheel Stud with nut
TYR-0003,Tyre,Tyres & Wheels,part,3,700*16,"165R 13 8PR New Tyre — Front 2, Rear 2 | 700*16 New Tyre"
TYR-0004,Hub Bolt,Tyres & Wheels,part,2,,Brake Liner (R) Set Hub Bolt | Hub bolt
TYR-0005,Hub Bolt with Nut,Tyres & Wheels,part,2,,Hub Bolt (Wheel Nut) | Hub Bolt with Nut
TYR-0006,Hub Nut,Tyres & Wheels,part,2,,Hub Nut
TYR-0007,Tyre Tube,Tyres & Wheels,part,2,700*16,700*16 New Tube | New Tube
TYR-0008,Wheel,Tyres & Wheels,part,2,,Wheel(L) | Wheel (S)
TYR-0009,Wheel Nut,Tyres & Wheels,part,2,,Wheel Nut
TYR-0010,Alloy Wheel Nut,Tyres & Wheels,part,1,,Alloy wheel Nut 19mm
TYR-0011,Hub Lock Nut,Tyres & Wheels,part,1,,Hub lock nut
TYR-0012,Track Master Pin,Tyres & Wheels,part,1,,Track Master Pin
TYR-0013,Track Pad,Tyres & Wheels,part,1,,Track Pad
TYR-0014,Tyre Flap,Tyres & Wheels,part,1,,700���16 Flap
TYR-0015,Wheel Stud & Bolt,Tyres & Wheels,part,1,,Wheel Stud and Bolt
WLD-0001,Brass Welding Rod,Welding & Gas,consumable,3,3mm,Brass Welding Rod | Brass Welding Rods
WLD-0002,Oxygen Welding Rod,Welding & Gas,consumable,2,2mm,Oxygen Welding Rod
WLD-0003,Brass Cone (Medium),Welding & Gas,part,1,,Brass cone medium (Rtcb)
WLD-0004,Cylinder Handle,Welding & Gas,part,1,,Cylinder Handle
WLD-0005,Gas Welding Rod,Welding & Gas,consumable,1,,Gas Welding Rod (Kg)
WLD-0006,Mask with Glass,Welding & Gas,part,1,,Mask with glass
WLD-0007,Oxygen Cylinder,Welding & Gas,consumable,1,,Oxygen Cylinder
WLD-0008,Oxygen Hose,Welding & Gas,part,1,,Hose (oxygen) Ft
WLD-0009,Welding Glass,Welding & Gas,consumable,1,,Welding Glass
